gamma,learning_rate,initial_t,power_t,noise_sigma,final_ctr_mean,final_ctr_std,final_ctr_cv,ab_final_ctr_mean,ab_final_ctr_std,improvement_over_ab_mean,improvement_over_ab_std,improvement_over_ab_cv,time_sensitivity_mean,time_sensitivity_std,context_coverage_mean,context_coverage_std,average_regret_mean,average_regret_std,max_regret_mean,max_regret_std,num_repetitions,timestamp
100.0,4.0,8.0,0.1,0.05,58.03600521157093,19.698751146546673,0.339422933655317,33.61513502155039,0.566165524960166,72.3563526921825,57.861271265713725,0.7996709219419397,0.3333333333333333,0.21081851067789195,0.7166666666666667,0.06666666666666665,38.125,15.411710915188271,160.2,52.90897844411664,5,2025-03-02 07:41:26
40.0,3.0,5.0,0.3,0.05,47.35152247364607,26.67125761373844,0.5632608250047837,33.47137973843639,0.5647627389730412,40.56506808087726,76.65864260003825,1.889769849447777,0.06866666666666667,0.1340248733133767,0.6833333333333333,0.1333333333333333,48.300000000000004,25.376750076486243,182.4,85.2,5,2025-03-02 07:41:26
30.0,4.0,1.0,0.1,0.05,71.10675905226188,17.11062966459412,0.2406329565944384,33.171303637098944,0.4577665676732724,114.60526467393422,52.43691792835459,0.4575437095105878,0.06666666666666667,0.13333333333333333,0.75,0.0,25.55,18.058515996615004,119.8,90.90962545297391,5,2025-03-02 07:41:32
40.0,3.0,8.0,0.1,0.05,41.808204873065606,6.658417727121283,0.15926102896158745,33.73473122337049,0.41242667422324475,23.840933749716882,19.240712403317705,0.8070452527282491,0.06666666666666667,0.13333333333333333,0.7166666666666667,0.06666666666666665,52.48333333333333,8.280566271564872,243.0,22.045407685048602,5,2025-03-02 07:41:32
90.0,4.0,8.0,0.1,0.05,56.43019991578078,25.133173872647607,0.4453851645069058,33.406836506367554,0.4627701196079768,69.80931047192428,77.51579287593738,1.1103933322348525,0.06666666666666667,0.13333333333333333,0.5333333333333334,0.27688746209726917,36.86666666666667,30.08490762270456,139.2,105.29273479210235,5,2025-03-02 07:41:32
50.0,4.0,3.0,0.3,0.05,53.49450958472414,23.49930663860579,0.4392844578075399,33.458512843759884,0.3779662174546457,59.6196291929301,69.71472128360944,1.1693249727872586,0.13333333333333333,0.26666666666666666,0.6833333333333333,0.08164965809277258,44.45,23.553343711668624,166.6,88.19206313495563,5,2025-03-02 07:41:36
90.0,3.0,1.0,0.3,0.05,57.16547235922701,9.256631140333035,0.16192695972429821,33.415162313647045,0.5345745018909188,71.21970495592993,28.344778463423335,0.39799067520657117,0.13333333333333333,0.1632993161855452,0.7666666666666667,0.03333333333333335,30.383333333333333,14.930170796075977,134.6,80.64886855994943,5,2025-03-02 07:41:37
30.0,1.5,0.5,0.1,0.05,57.782720617899216,23.068448616762037,0.39922745710274116,33.33311203802525,0.6289111018171604,74.07247889997761,71.47684536035854,0.9649581925950658,0.2333333333333333,0.2,0.7,0.14529663145135577,27.166666666666664,21.631830969918177,99.7,74.96772638942707,5,2025-03-02 07:41:37
70.0,3.0,1.0,0.3,0.05,47.37787152341805,18.745680190972042,0.39566319862441224,33.435382217293395,0.20582860358133742,41.819519586779776,56.461801702961104,1.350130328154466,0.13333333333333333,0.1632993161855452,0.7166666666666667,0.06666666666666665,41.93666666666667,20.86887475005141,184.0,82.0,5,2025-03-02 07:41:42
50.0,0.5,3.0,0.1,0.05,75.74886295785207,6.320661412931721,0.08344232726567319,33.29541125262381,0.4645401650619932,127.53569940940606,19.21288656143467,0.15064712586676474,0.2,0.1632993161855452,0.7,0.09999999999999999,23.616666666666667,6.437218170745635,100.5,36.33730865102698,5,2025-03-02 07:41:42
30.0,1.0,5.0,0.1,0.05,53.45458315658887,22.385373085580323,0.4187736909294573,33.283207948481994,0.7815514722573825,62.009960534511876,72.18102349163709,1.1640230516106276,0.06666666666666667,0.13333333333333333,0.6833333333333333,0.08164965809277258,43.80833333333333,22.10290956211673,184.2,81.6,5,2025-03-02 07:41:42
50.0,2.0,3.0,0.3,0.05,72.1078537749016,18.38584476194279,0.25497700734981943,32.88202764631141,0.3934102663497193,119.8809605047617,58.11008661725263,0.48473157349239354,0.13333333333333333,0.26666666666666666,0.7666666666666667,0.03333333333333335,24.825555555555553,18.03383089612752,118.6,92.23578481262031,5,2025-03-02 07:41:47
40.0,2.0,8.0,0.3,0.05,53.53915495435295,20.877018976001143,0.3899392695645032,33.156415611233754,0.4498705544703802,62.04620824742485,64.58590883607462,1.040932406030713,0.06666666666666667,0.13333333333333333,0.7166666666666667,0.06666666666666667,43.977777777777774,21.177690334435304,199.2,90.78854553301314,5,2025-03-02 07:41:47
90.0,3.0,3.0,0.3,0.05,56.540310280836835,22.74079564107625,0.40220500255697694,33.22780762516399,0.339690467518791,70.42792623840141,68.99264230688655,0.9796205282737367,0.06733333333333333,0.13466666666666666,0.6833333333333333,0.08164965809277258,41.72388888888889,23.692600136636923,163.2,81.2019704194424,5,2025-03-02 07:41:47
100.0,2.0,0.5,0.3,0.05,46.813506187762854,15.816532398140028,0.33786258894392535,33.34799754213463,0.3814791091607783,40.44268028828007,47.30325708490483,1.169637045510381,0.3333333333333333,0.21081851067789195,0.6833333333333333,0.08164965809277258,51.347222222222214,14.143774096011727,200.8,48.4,5,2025-03-02 07:41:53
50.0,4.0,8.0,0.1,0.05,66.13527342159448,20.694282151108574,0.3129083933650372,33.54385390817623,0.3266415523447667,97.10279985785708,61.96863239233503,0.6381755467715367,0.06666666666666667,0.13333333333333333,0.7166666666666667,0.06666666666666667,26.983333333333338,23.423302737041826,98.2,74.7406181403392,5,2025-03-02 07:41:53
50.0,0.5,8.0,0.1,0.05,63.89648105624296,25.85434126484687,0.4046285622848207,33.18084523836552,0.33774315989088927,92.5204876631097,78.37426199556856,0.847101695798977,0.0,0.0,0.75,0.0,33.836666666666666,26.752861529189733,149.0,105.89617556833674,5,2025-03-02 07:41:53
90.0,1.5,3.0,0.1,0.05,45.05885499095431,10.205714509576158,0.2264974223518326,33.656275066551316,0.5337379126538491,33.57892591164516,29.06576090857298,0.865595313711121,0.06666666666666667,0.13333333333333333,0.7166666666666667,0.06666666666666667,48.59222222222222,8.1723076511888,225.0,0.0,5,2025-03-02 07:41:58
60.0,0.5,8.0,0.1,0.05,38.11026812872048,12.88722932862306,0.3381563542165438,33.32105498803999,0.5726076339676844,14.078527147284925,37.642352462245036,2.6737422223534546,0.2013333333333333,0.16440600151251575,0.7166666666666667,0.06666666666666665,52.116666666666674,17.751337977741283,206.8,52.69686897719826,5,2025-03-02 07:41:58
50.0,2.0,5.0,0.3,0.05,65.34296114319523,26.539639666324742,0.40615912107449026,33.21214768112777,0.44354094328559973,96.68696595803473,79.65652782599228,0.8238600419064322,0.2,0.26666666666666666,0.7166666666666667,0.06666666666666667,31.791666666666668,25.011580651103735,129.0,97.2481362289273,5,2025-03-02 07:41:58
80.0,4.0,0.5,0.5,0.05,38.1144423584193,14.551137624706454,0.3817749053723772,33.161474088015986,0.43783817926851715,15.233702789103285,44.96397888653705,2.951611929746977,0.1973333333333333,0.16119553343687906,0.6833333333333333,0.08164965809277258,57.50555555555555,15.928373627578967,206.8,52.69686897719826,5,2025-03-02 07:42:04
90.0,3.0,3.0,0.1,0.05,57.040962175472444,24.536010029204927,0.4301471976178443,33.316353788226216,0.3632524027074501,71.09579080167208,73.25125015540924,1.0303176788587949,0.20266666666666663,0.16003332986183427,0.75,0.0,40.980000000000004,24.838312538356675,170.5,85.73447381304675,5,2025-03-02 07:42:04
100.0,2.0,5.0,0.1,0.05,64.46794196330704,24.478532904910153,0.3797008584335219,32.98102780627611,0.6147432029412621,94.58968634543227,72.88309132068595,0.7705183740066971,0.0013333333333333342,0.002666666666666668,0.7666666666666667,0.03333333333333335,30.433333333333337,26.85735984377053,128.9,98.65819783474662,5,2025-03-02 07:42:04
60.0,2.0,5.0,0.3,0.05,53.71560154039069,26.434610979982846,0.4921216596654086,33.119252483062766,0.3439190207454873,62.875674961392065,80.9676882576763,1.287742649401273,0.3306666666666666,0.005333333333333324,0.75,0.0,43.73777777777778,28.415613296431694,147.6,92.9012378819572,5,2025-03-02 07:42:09
50.0,1.0,0.5,0.1,0.05,55.94834017138502,18.704566620771267,0.3343185260451709,33.39976145171439,0.2447844847724587,67.12819689870227,54.67028016452757,0.8144160381221928,0.06666666666666667,0.13333333333333333,0.5666666666666667,0.29059326290271154,40.71666666666667,22.428813313830645,180.0,90.0,5,2025-03-02 07:42:09
40.0,1.5,8.0,0.3,0.05,51.06716883386833,23.80049247723657,0.4660625020091541,33.53628818799779,0.4817675447325247,52.18902012779273,70.37038583448978,1.3483753031227108,0.1973333333333333,0.16136087919112654,0.6500000000000001,0.0816496580927726,45.342499999999994,24.94037673465793,159.8,84.1555702256244,5,2025-03-02 07:42:09
70.0,2.0,1.0,0.3,0.05,66.57376252210169,16.271969494805354,0.2444201571062362,32.8555213500158,0.20667403248600127,102.39389246837088,48.50965514489927,0.4737553576243206,0.13333333333333333,0.1632993161855452,0.7333333333333333,0.03333333333333335,29.443333333333335,13.650175416048281,140.8,77.33666659483069,5,2025-03-02 07:42:15
40.0,2.0,3.0,0.3,0.05,52.77652252314677,24.203443010277386,0.45860245906998176,33.538598160531684,0.5924438473876391,56.665833993365865,69.85990173081179,1.2328399108886425,0.13466666666666666,0.1622289191920547,0.6333333333333334,0.09999999999999999,45.027499999999996,23.746727201401413,170.0,85.1445829163547,5,2025-03-02 07:42:15
40.0,2.0,1.0,0.3,0.05,61.03848733385348,20.876463246189424,0.34202130750725224,33.1680348020369,0.4069753520198686,83.84402913287808,62.549026148651365,0.7460164640886011,0.06733333333333333,0.13466666666666666,0.7333333333333334,0.0816496580927726,37.43222222222222,21.398785127625157,168.1,89.87012851887995,5,2025-03-02 07:42:15
50.0,1.0,5.0,0.3,0.05,46.07313377841289,19.276342781489646,0.41838575327214633,33.4856345064082,0.2726940213610145,37.230273860591204,56.53239660491779,1.5184523438265163,0.064,0.1181035327348189,0.6500000000000001,0.0816496580927726,52.666666666666664,18.174359227585807,180.5,54.84888330677298,5,2025-03-02 07:42:20
30.0,4.0,5.0,0.1,0.05,70.38714457914601,22.5350144794645,0.32015810009348034,33.195731655924945,0.4158172442911549,112.39032235587733,69.13546182309967,0.6151371432514119,0.1,0.2,0.7166666666666667,0.06666666666666667,28.825,22.996140980608025,123.7,90.56577720088312,5,2025-03-02 07:42:20
80.0,2.0,0.5,0.1,0.05,58.95483495260775,18.45774970315929,0.3130828831595745,33.67073823392398,0.35551638763372023,74.79063904363564,54.00066926111117,0.7220244398447401,0.13466666666666666,0.1622289191920547,0.7166666666666667,0.06666666666666667,35.61666666666666,21.93915829439832,150.0,88.1407964565785,5,2025-03-02 07:42:20
100.0,0.5,0.5,0.1,0.05,45.17674072903506,20.675256701549117,0.45765268516285734,33.220253815956475,0.2816247987221965,35.51768525332897,61.05264997991518,1.718936623951103,0.06933333333333333,0.13535796163424516,0.6833333333333333,0.08164965809277258,51.927777777777784,19.572006968886033,189.1,57.310034025465384,5,2025-03-02 07:42:25
60.0,3.0,5.0,0.3,0.05,51.45653577045135,10.565538600751744,0.20532938027318484,33.294953822234426,0.4612154818749207,54.66028193122055,32.06326190313956,0.5865915939380811,0.06666666666666667,0.13333333333333333,0.75,0.0,41.78333333333333,6.370853771495448,204.7,40.6,5,2025-03-02 07:42:26
60.0,1.0,0.5,0.1,0.05,61.49950158906599,15.803547170958698,0.2569703292322033,33.38050210036214,0.5691234693214839,84.0178920988991,45.85695698061034,0.5457998985100843,0.06666666666666667,0.13333333333333333,0.7333333333333333,0.03333333333333335,36.16666666666667,14.748257900888197,185.6,78.8,5,2025-03-02 07:42:26
50.0,2.0,3.0,0.1,0.05,43.20674467431053,12.174050043412217,0.28176272327802915,33.574199619618454,0.46797551430492157,28.32320379979108,35.050689433874915,1.2375255879115432,0.06666666666666667,0.13333333333333333,0.6833333333333333,0.08164965809277258,49.083333333333336,16.747470787488414,200.8,48.4,5,2025-03-02 07:42:30
30.0,3.0,3.0,0.1,0.05,52.94580424831084,23.38521438445689,0.4416821071369968,33.53871605360354,0.3261678815635616,57.833953285545284,69.97522505560573,1.209933284520859,0.0,0.0,0.6833333333333333,0.08164965809277258,46.083333333333336,23.69763232430147,184.2,81.6,5,2025-03-02 07:42:30
80.0,4.0,8.0,0.1,0.05,69.26924119019016,28.69578632704242,0.414264482098965,32.81992542884814,0.3495456436309305,111.09700016828936,87.35933560196735,0.7863338836299425,0.16666666666666669,0.33333333333333337,0.6666666666666667,0.10540925533894598,21.02777777777778,22.706242683238536,79.8,79.07818915478526,5,2025-03-02 07:42:30
60.0,0.5,5.0,0.1,0.05,51.149874854339714,6.5149997311887,0.1273707853585481,33.67757675699412,0.4789086467036293,52.02246849306923,20.037955489553795,0.38517886732390216,0.0026666666666666683,0.005333333333333336,0.75,0.0,43.68611111111112,10.125507760473418,206.8,52.69686897719826,5,2025-03-02 07:42:36
30.0,2.0,1.0,0.3,0.05,53.16725595598731,23.26063951886713,0.4374993424171196,33.21424120804553,0.3315011598608076,59.56597138808553,68.34848652978354,1.1474418184919368,0.13333333333333333,0.26666666666666666,0.5333333333333334,0.27688746209726917,43.8,25.000088888730865,161.8,96.11950894589506,5,2025-03-02 07:42:36
60.0,0.5,0.5,0.1,0.05,45.7170386351631,13.787631093466397,0.3015862686009957,33.37133604492929,0.6553077376392829,36.78231014430706,39.70270104254476,1.0793966144807166,0.0,0.0,0.7166666666666667,0.06666666666666667,52.616666666666674,14.100591004162439,221.8,60.68739572596603,5,2025-03-02 07:42:36
40.0,1.0,5.0,0.3,0.05,59.74995858934229,21.6447934786485,0.36225620886889315,33.017437254443294,0.22629292483861588,80.71685525936401,64.73038844926337,0.8019438844745375,0.2013333333333333,0.1617350370891299,0.7,0.06666666666666667,35.159444444444446,19.62485162324974,143.51333333333332,74.75756847600412,5,2025-03-02 07:42:41
60.0,4.0,3.0,0.1,0.05,59.58397842744638,27.250778618549425,0.4573507734420903,33.33991340743567,0.6954804564998224,77.41011016802959,78.19031169152737,1.0100788065254558,0.0,0.0,0.6333333333333334,0.09999999999999999,39.766666666666666,27.06383400612543,153.8,106.86702016992895,5,2025-03-02 07:42:41
80.0,4.0,0.5,0.3,0.05,56.85280302100134,14.194835430582728,0.24967696712049847,32.93933749227383,0.41328455171324263,72.80714672403148,43.84092455605911,0.6021513893716222,0.06266666666666666,0.1253333333333333,0.7166666666666667,0.06666666666666667,38.11666666666666,14.37393474313836,158.9,54.334519414456956,5,2025-03-02 07:42:41
80.0,1.0,5.0,0.3,0.05,63.196356788650704,20.61778166054117,0.3262495293754635,33.21363690542091,0.9179320328407355,89.1523797200255,60.37945511438139,0.6772612834788851,0.338,0.18746970125566662,0.7,0.09999999999999999,33.36055555555556,21.694031892506437,129.4,72.4992413753413,5,2025-03-02 07:42:47
80.0,4.0,3.0,0.3,0.05,64.53600518094643,9.282017331401287,0.1438269583835614,33.42894483866729,0.5887595701627624,93.38626206313144,29.886048418295573,0.3200261768491372,0.13999999999999999,0.15798734126505198,0.75,0.0,33.98777777777777,7.849569186888735,158.9,54.334519414456956,5,2025-03-02 07:42:47
60.0,4.0,1.0,0.3,0.05,47.12528712741966,23.3699586780856,0.4959112209735032,33.49832957301904,0.5941174507856996,40.807391197888634,70.36322004081603,1.7242763620835582,0.068,0.136,0.6833333333333333,0.08164965809277258,50.86666666666667,25.545417071039054,190.0,85.79044235810886,5,2025-03-02 07:42:47
90.0,1.0,5.0,0.3,0.05,60.41804576961297,22.966840973016147,0.3801321390068402,33.41898182790751,0.3576853067948472,80.4298616471552,67.5890823568728,0.8403481116675949,0.13333333333333333,0.16060994849496574,0.6666666666666667,0.10540925533894598,36.32944444444445,24.946748074772646,150.84666666666666,103.67211475501875,5,2025-03-02 07:42:52
60.0,1.5,1.0,0.3,0.05,44.7375776031722,22.238676593787815,0.4970916572874733,32.942978799768525,0.3389946687576974,36.468599744184914,69.51085957886441,1.9060468476020453,0.07133333333333333,0.13114199259665923,0.6500000000000001,0.08164965809277258,49.803333333333335,23.93138896465848,184.0,82.0,5,2025-03-02 07:42:52
100.0,1.0,0.5,0.3,0.05,60.24203875792,28.360969578649417,0.47078369463252623,33.37934295499171,0.38302310130340333,80.3282744958486,84.86214992281579,1.0564418376396407,0.164,0.20675696951842865,0.6333333333333334,0.09999999999999999,37.952777777777776,29.310465096915994,131.9,95.37525884630666,5,2025-03-02 07:42:52
50.0,3.0,3.0,0.5,0.05,40.268836540412394,25.122665384446602,0.6238736338765183,32.70534776927542,0.2508895306291665,23.370035289182134,77.62757865619501,3.321671435050353,0.07533333333333334,0.15066666666666667,0.7333333333333333,0.03333333333333335,56.84333333333334,27.705883049553854,203.6,88.5654560198275,5,2025-03-02 07:42:58
50.0,1.5,0.5,0.1,0.05,66.00767064556044,16.616193055109186,0.25173124415089115,33.11375378405794,0.6888208028992264,99.74223507450479,51.55652329086397,0.5168976136573702,0.13333333333333333,0.1632993161855452,0.75,0.0,31.30388888888889,15.62507319489029,138.4,78.00410245621701,5,2025-03-02 07:42:58
90.0,1.5,0.5,0.1,0.05,53.870585737564774,22.346023087619688,0.41480935805079744,32.980117336089414,0.200644303350439,63.4090379269349,67.75904736307507,1.0686023566727603,0.06799999999999999,0.1326917899159971,0.75,0.0,44.66666666666667,23.011048071162108,199.2,90.78854553301314,5,2025-03-02 07:42:58
70.0,3.0,8.0,0.1,0.05,61.41192673530272,11.38722433304075,0.1854236617932847,33.89199391392624,0.19908910890830245,81.21104686177993,33.72783166556419,0.41531088403488364,0.26666666666666666,0.24944382578492943,0.75,0.0,36.7,12.49150822670256,165.3,68.9765177433596,5,2025-03-02 07:43:03
70.0,1.0,5.0,0.3,0.05,38.29186761978872,8.427828350593924,0.22009447108394725,33.42186497635163,0.5516367476025961,14.335236898802567,23.80424533617433,1.6605407712629232,0.0,0.0,0.65,0.08164965809277258,56.81,11.706809983936699,225.0,0.0,5,2025-03-02 07:43:03
70.0,3.0,5.0,0.1,0.05,51.03743891660415,23.589091138468422,0.46219190537780136,33.580285284269976,0.6212250004461956,51.93085205467541,69.6534619969413,1.341273236256679,0.06666666666666667,0.13333333333333333,0.7000000000000001,0.09999999999999999,44.35,22.510886255321005,184.0,82.0,5,2025-03-02 07:43:03
70.0,3.0,3.0,0.5,0.05,65.76444641063304,16.514030799407518,0.25110879359181326,33.39299768323174,0.307344061223584,96.86722198705354,48.95558422842309,0.5053885434534923,0.13666666666666666,0.16196021459331025,0.75,0.0,25.341666666666665,7.5696946951497175,94.4,19.2,5,2025-03-02 07:43:09
90.0,0.5,8.0,0.3,0.05,48.599199356219366,30.365129995121915,0.6248072066486834,33.23525266021428,0.37207313687480664,45.45223452790931,89.86625158843243,1.9771580544241738,0.13066666666666665,0.16008886421123877,0.7,0.06666666666666667,48.11,32.65160766843393,164.2,111.20683432235629,5,2025-03-02 07:43:09
80.0,3.0,3.0,0.5,0.05,26.41727403279079,3.557550893002664,0.13466760001757966,33.13151307137972,0.39021192818558065,-20.2059019611881,11.115214127782338,0.5500973997168086,0.06933333333333333,0.13210097148267558,0.65,0.08164965809277258,68.83611111111112,3.0382576025181396,237.0,14.696938456699069,5,2025-03-02 07:43:09
90.0,2.0,8.0,0.5,0.05,46.16921816538693,16.054860319451393,0.34773948872038135,33.55261949805044,0.5096762384794228,37.4535136145346,47.1105252313947,1.257839937695792,0.26666666666666666,0.24944382578492943,0.7166666666666667,0.06666666666666665,46.30138888888889,16.54800223853078,176.6,59.27765177535291,5,2025-03-02 07:43:14
40.0,4.0,0.5,0.1,0.05,54.54882516925543,22.90832873002416,0.4199600753809754,33.1994758194473,0.49259404167487686,63.542344180800434,66.56617047575217,1.047587578549949,0.0013333333333333342,0.002666666666666668,0.7000000000000001,0.09999999999999999,37.9,25.417043713050326,134.6,80.64886855994943,5,2025-03-02 07:43:14
80.0,1.5,0.5,0.1,0.05,69.73861160492554,14.353059629797725,0.20581223657145462,33.228830218691925,0.587570512023797,110.01774527417076,43.64512841629983,0.39670989718552746,0.13333333333333333,0.1632993161855452,0.6833333333333333,0.09718253158075502,22.40888888888889,13.605141366591464,96.2,73.71404208154645,5,2025-03-02 07:43:14
70.0,2.0,1.0,0.5,0.05,43.31852658343588,22.927632099460205,0.5292800542349763,33.85548893017919,0.29751820673457874,28.085887520905846,68.10355661338035,2.424831921821491,0.06799999999999999,0.1326917899159971,0.7166666666666667,0.06666666666666667,56.10972222222223,22.458981918759378,191.73,72.82260363376196,5,2025-03-02 07:43:20
70.0,4.0,0.5,0.3,0.05,65.48146315071072,18.124713000286132,0.27679150904998384,33.680065341686806,0.26118040649557905,94.61775974113786,54.86853142971455,0.5798967506716273,0.2,0.1632993161855452,0.7666666666666667,0.03333333333333335,30.116666666666667,15.511608556174952,142.1,76.97947778466673,5,2025-03-02 07:43:20
100.0,4.0,5.0,0.3,0.05,64.27205342655353,27.287240105923868,0.42455839904206866,33.03255653243198,0.7274213205272824,94.2872195321453,81.24875770446323,0.8617154913213145,0.13333333333333333,0.1632993161855452,0.6833333333333333,0.08164965809277258,34.28333333333334,27.982216574897073,123.7,90.56577720088312,5,2025-03-02 07:43:20
70.0,2.0,5.0,0.1,0.05,65.61524615687604,17.829171109730332,0.27172299357230945,33.31701757338295,0.5242963485594753,97.00535811293432,52.97248130944923,0.5460778903344524,0.13333333333333333,0.1632993161855452,0.6,0.3,31.388888888888893,17.800783725290522,141.5,91.22170794279177,5,2025-03-02 07:43:25
100.0,1.0,5.0,0.3,0.05,63.36854743792825,14.031870166759731,0.2214327254463967,33.078049620006354,0.39436344978109944,92.06005072492033,44.81592802592419,0.48681189802769326,0.13599999999999998,0.1611403804830503,0.7,0.09999999999999999,30.6,13.046753534032048,139.8,75.9194309778465,5,2025-03-02 07:43:25
40.0,3.0,1.0,0.1,0.05,52.57197465147154,17.45224101204824,0.3319685274853897,33.16863355176506,0.8282641318400035,58.010973540820224,51.45554287415083,0.8869967134398016,0.13333333333333333,0.1632993161855452,0.7166666666666667,0.12472191289246469,41.47555555555555,24.53106838377372,159.8,84.1555702256244,5,2025-03-02 07:43:25
50.0,3.0,0.5,0.5,0.05,60.26001191386579,22.287095366031476,0.36984883769834154,33.57116416967288,0.5998057047160318,79.00635725780528,65.74438001338146,0.8321403782590719,0.07333333333333333,0.13016229185990166,0.75,0.0,38.660555555555554,21.92264989445988,151.8,81.33486337358661,5,2025-03-02 07:43:31
60.0,3.0,5.0,0.1,0.05,45.636887644068416,16.494495872464814,0.36142902647325165,33.72915478158969,0.7027734644068979,35.51536877661903,49.25045945314899,1.386736535467773,0.13333333333333333,0.1632993161855452,0.6500000000000001,0.0816496580927726,53.29722222222223,16.692816522588096,200.8,48.4,5,2025-03-02 07:43:31
30.0,0.5,8.0,0.3,0.05,51.55136959247859,12.698894998383249,0.24633477439629525,33.253073594526846,0.45324717875370657,55.224348682038524,38.89816677968099,0.7043662389509077,0.13333333333333333,0.15295605759679987,0.7166666666666667,0.06666666666666667,39.919444444444444,17.202838015934148,152.4,59.27765177535291,5,2025-03-02 07:43:31
40.0,3.0,3.0,0.1,0.05,61.26930206434038,17.38192765674406,0.2836971708685514,33.050958567948435,0.1782787636555382,85.44451652433179,52.738102073026994,0.6172204398629714,0.13333333333333333,0.1632993161855452,0.5666666666666667,0.2905932629027116,29.666666666666668,22.285832569893664,110.0,71.33862908691195,5,2025-03-02 07:43:36
50.0,2.0,1.0,0.3,0.05,43.38372977038695,12.373340713826556,0.2852069377002344,33.20227434035769,0.3090149024167116,31.012452004818176,38.276228221146035,1.2342212803811623,0.0013333333333333342,0.002666666666666668,0.7166666666666667,0.06666666666666667,54.31666666666666,13.209466302617985,231.0,12.0,5,2025-03-02 07:43:36
70.0,0.5,8.0,0.3,0.05,45.38306577554361,21.884758701407705,0.4822230126462972,33.41075896609037,0.6797314331267954,36.589674996784375,67.51040596950992,1.8450671118407846,0.2,0.26666666666666666,0.6666666666666667,0.07453559924999298,50.04027777777778,27.409771056736613,167.54000000000002,86.67921550175681,5,2025-03-02 07:43:36
